Quantidade média de operações para inserção de registros aleatórios
, Arvore AVL, Arvore Rubro-negran, Arvore B
, 349539, 10102, 19640 
, 350898, 10123, 19666 
, 352217, 10143, 19705 
, 353550, 10165, 19732 
, 354885, 10185, 19784 
, 356244, 10206, 19811 
, 357591, 10226, 19851 
, 358952, 10252, 19879 
, 360315, 10272, 19980 
, 362002, 10293, 20004 
, 363257, 10313, 20041 
, 364526, 10335, 20066 
, 365797, 10355, 20116 
, 367092, 10376, 20141 
, 368375, 10396, 20179 
, 369672, 10419, 20205 
, 370971, 10439, 20268 
, 372314, 10460, 20293 
, 373617, 10480, 20331 
, 374934, 10502, 20357 
, 376253, 10522, 20408 
, 377596, 10543, 20434 
, 378927, 10563, 20473 
, 380272, 10587, 20500 
, 381619, 10607, 20576 
, 383050, 10628, 20601 
, 384385, 10648, 20639 
, 385734, 10670, 20665 
, 387085, 10690, 20716 
, 388460, 10711, 20742 
, 389823, 10731, 20781 
, 391200, 10754, 20808 
, 392579, 10774, 20872 
, 394002, 10795, 20898 
, 395385, 10815, 20937 
, 396782, 10837, 20964 
, 398181, 10857, 21016 
, 399604, 10878, 21043 
, 401015, 10898, 21083 
, 402440, 10923, 21111 
, 403867, 10943, 21200 
, 405458, 10964, 21225 
, 406841, 10984, 21263 
, 408238, 11006, 21289 
, 409637, 11026, 21340 
, 411060, 11047, 21366 
, 412471, 11067, 21405 
, 413896, 11090, 21432 
, 415323, 11110, 21496 
, 416794, 11131, 21522 
, 418225, 11151, 21561 
, 419670, 11173, 21588 
, 421117, 11193, 21640 
, 422588, 11214, 21667 
, 424047, 11234, 21707 
, 425520, 11258, 21735 
, 426995, 11278, 21812 
, 428554, 11299, 21838 
, 430017, 11319, 21877 
, 431494, 11341, 21904 
, 432973, 11361, 21956 
, 434476, 11382, 21983 
, 435967, 11402, 22023 
, 437472, 11425, 22051 
, 438979, 11445, 22116 
, 440530, 11466, 22143 
, 442041, 11486, 22183 
, 443566, 11508, 22211 
, 445093, 11528, 22264 
, 446644, 11549, 22292 
, 448183, 11569, 22333 
, 449736, 11596, 22362 
, 451291, 11616, 22476 
, 453490, 11637, 22500 
, 454809, 11657, 22537 
, 456142, 11679, 22562 
, 457477, 11699, 22612 
, 458836, 11720, 22637 
, 460183, 11740, 22675 
, 461544, 11763, 22701 
, 462907, 11783, 22764 
, 464314, 11804, 22789 
, 465681, 11824, 22827 
, 467062, 11846, 22853 
, 468445, 11866, 22904 
, 469852, 11887, 22930 
, 471247, 11907, 22969 
, 472656, 11931, 22996 
, 474067, 11951, 23072 
, 475562, 11972, 23097 
, 476961, 11992, 23135 
, 478374, 12014, 23161 
, 479789, 12034, 23212 
, 481228, 12055, 23238 
, 482655, 12075, 23277 
, 484096, 12098, 23304 
, 485539, 12118, 23368 
, 487026, 12139, 23394 
, 488473, 12159, 23433 
, 489934, 12181, 23460 
, 491397, 12201, 23512 
, 492884, 12222, 23539 
, 494359, 12242, 23579 
, 495848, 12267, 23607 
, 497339, 12287, 23696 
, 498994, 12308, 23721 
, 500441, 12328, 23759 
, 501902, 12350, 23785 
, 503365, 12370, 23836 
, 504852, 12391, 23862 
, 506327, 12411, 23901 
, 507816, 12434, 23928 
, 509307, 12454, 23992 
, 510842, 12475, 24018 
, 512337, 12495, 24057 
, 513846, 12517, 24084 
, 515357, 12537, 24136 
, 516892, 12558, 24163 
, 518415, 12578, 24203 
, 519952, 12602, 24231 
, 521491, 12622, 24308 
, 523114, 12643, 24334 
, 524641, 12663, 24373 
, 526182, 12685, 24400 
, 527725, 12705, 24452 
, 529292, 12726, 24479 
, 530847, 12746, 24519 
, 532416, 12769, 24547 
, 533987, 12789, 24612 
, 535602, 12810, 24639 
, 537177, 12830, 24679 
, 538766, 12852, 24707 
, 540357, 12872, 24760 
, 541972, 12893, 24788 
, 543575, 12913, 24829 
, 545192, 12939, 24858 
, 546811, 12959, 24960 
, 548754, 12980, 24985 
, 550265, 13000, 25023 
, 551790, 13022, 25049 
, 553317, 13042, 25100 
, 554868, 13063, 25126 
, 556407, 13083, 25165 
, 557960, 13106, 25192 
, 559515, 13126, 25256 
, 561114, 13147, 25282 
, 562673, 13167, 25321 
, 564246, 13189, 25348 
, 565821, 13209, 25400 
, 567420, 13230, 25427 
, 569007, 13250, 25467 
, 570608, 13274, 25495 
, 572211, 13294, 25572 
, 573898, 13315, 25598 
, 575489, 13335, 25637 
, 577094, 13357, 25664 
, 578701, 13377, 25716 
, 580332, 13398, 25743 
, 581951, 13418, 25783 
, 583584, 13441, 25811 
, 585219, 13461, 25876 
, 586898, 13482, 25903 
, 588537, 13502, 25943 
, 590190, 13524, 25971 
, 591845, 13544, 26024 
, 593524, 13565, 26052 
, 595191, 13585, 26093 
, 596872, 13610, 26122 
, 598555, 13630, 26212 
, 600402, 13651, 26238 
, 602041, 13671, 26277 
, 603694, 13693, 26304 
, 605349, 13713, 26356 
, 607028, 13734, 26383 
, 608695, 13754, 26423 
, 610376, 13777, 26451 
, 612059, 13797, 26516 
, 613786, 13818, 26543 
, 615473, 13838, 26583 
, 617174, 13860, 26611 
, 618877, 13880, 26664 
, 620604, 13901, 26692 
, 622319, 13921, 26733 
, 624048, 13945, 26762 
, 625779, 13965, 26840 
, 627594, 13986, 26867 
, 629313, 14006, 26907 
, 631046, 14028, 26935 
, 632781, 14048, 26988 
, 634540, 14069, 27016 
, 636287, 14089, 27057 
, 638048, 14112, 27086 
, 639811, 14132, 27152 
, 641618, 14153, 27180 
, 643385, 14173, 27221 
, 645166, 14195, 27250 
, 646949, 14215, 27304 
, 648756, 14236, 27333 
, 650551, 14256, 27375 
, 652360, 14282, 27405 
, 654171, 14303, 27532 
, 657266, 14325, 27556 
, 658585, 14346, 27593 
, 659918, 14369, 27618 
, 661253, 14390, 27668 
, 662612, 14412, 27693 
, 663959, 14433, 27731 
, 665320, 14457, 27757 
, 666683, 14478, 27820 
, 668090, 14500, 27845 
, 669457, 14521, 27883 
, 670838, 14544, 27909 
, 672221, 14565, 27960 
, 673628, 14587, 27986 
, 675023, 14608, 28025 
, 676432, 14633, 28052 
, 677843, 14654, 28128 
, 679338, 14676, 28153 
, 680737, 14697, 28191 
, 682150, 14720, 28217 
, 683565, 14741, 28268 
, 685004, 14763, 28294 
, 686431, 14784, 28333 
, 687872, 14808, 28360 
, 689315, 14829, 28424 
, 690802, 14851, 28450 
, 692249, 14872, 28489 
, 693710, 14895, 28516 
, 695173, 14916, 28568 
, 696660, 14938, 28595 
, 698135, 14959, 28635 
, 699624, 14985, 28663 
, 701115, 15006, 28752 
, 702770, 15028, 28777 
, 704217, 15049, 28815 
, 705678, 15072, 28841 
, 707141, 15093, 28892 
, 708628, 15115, 28918 
, 710103, 15136, 28957 
, 711592, 15160, 28984 
, 713083, 15181, 29048 
, 714618, 15203, 29074 
, 716113, 15224, 29113 
, 717622, 15247, 29140 
, 719133, 15268, 29192 
, 720668, 15290, 29219 
, 722191, 15311, 29259 
, 723728, 15336, 29287 
, 725267, 15357, 29364 
, 726890, 15379, 29390 
, 728417, 15400, 29429 
, 729958, 15423, 29456 
, 731501, 15444, 29508 
, 733068, 15466, 29535 
, 734623, 15487, 29575 
, 736192, 15511, 29603 
, 737763, 15532, 29668 
, 739378, 15554, 29695 
, 740953, 15575, 29735 
, 742542, 15598, 29763 
, 744133, 15619, 29816 
, 745748, 15641, 29844 
, 747351, 15662, 29885 
, 748968, 15689, 29914 
, 750587, 15710, 30016 
, 752530, 15732, 30041 
, 754041, 15753, 30079 
, 755566, 15776, 30105 
, 757093, 15797, 30156 
, 758644, 15819, 30182 
, 760183, 15840, 30221 
, 761736, 15864, 30248 
, 763291, 15885, 30312 
, 764890, 15907, 30338 
, 766449, 15928, 30377 
, 768022, 15951, 30404 
, 769597, 15972, 30456 
, 771196, 15994, 30483 
, 772783, 16015, 30523 
, 774384, 16040, 30551 
, 775987, 16061, 30628 
, 777674, 16083, 30654 
, 779265, 16104, 30693 
, 780870, 16127, 30720 
, 782477, 16148, 30772 
, 784108, 16170, 30799 
, 785727, 16191, 30839 
, 787360, 16215, 30867 
, 788995, 16236, 30932 
, 790674, 16258, 30959 
, 792313, 16279, 30999 
, 793966, 16302, 31027 
, 795621, 16323, 31080 
, 797300, 16345, 31108 
, 798967, 16366, 31149 
, 800648, 16392, 31178 
, 802331, 16413, 31268 
, 804178, 16435, 31294 
, 805817, 16456, 31333 
, 807470, 16479, 31360 
, 809125, 16500, 31412 
, 810804, 16522, 31439 
, 812471, 16543, 31479 
, 814152, 16567, 31507 
, 815835, 16588, 31572 
, 817562, 16610, 31599 
, 819249, 16631, 31639 
, 820950, 16654, 31667 
, 822653, 16675, 31720 
, 824380, 16697, 31748 
, 826095, 16718, 31789 
, 827824, 16743, 31818 
, 829555, 16764, 31896 
, 831370, 16786, 31923 
, 833089, 16807, 31963 
, 834822, 16830, 31991 
, 836557, 16851, 32044 
, 838316, 16873, 32072 
, 840063, 16894, 32113 
, 841824, 16918, 32142 
, 843587, 16939, 32208 
, 845394, 16961, 32236 
, 847161, 16982, 32277 
, 848942, 17005, 32306 
, 850725, 17026, 32360 
, 852532, 17048, 32389 
, 854327, 17069, 32431 
, 856136, 17097, 32461 
, 857947, 17118, 32576 
, 860402, 17140, 32601 
, 861977, 17161, 32639 
, 863566, 17184, 32665 
, 865157, 17205, 32716 
, 866772, 17227, 32742 
, 868375, 17248, 32781 
, 869992, 17272, 32808 
, 871611, 17293, 32872 
, 873274, 17315, 32898 
, 874897, 17336, 32937 
, 876534, 17359, 32964 
, 878173, 17380, 33016 
, 879836, 17402, 33043 
, 881487, 17423, 33083 
, 883152, 17448, 33111 
, 884819, 17469, 33188 
, 886570, 17491, 33214 
, 888225, 17512, 33253 
, 889894, 17535, 33280 
, 891565, 17556, 33332 
, 893260, 17578, 33359 
, 894943, 17599, 33399 
, 896640, 17623, 33427 
, 898339, 17644, 33492 
, 900082, 17666, 33519 
, 901785, 17687, 33559 
, 903502, 17710, 33587 
, 905221, 17731, 33640 
, 906964, 17753, 33668 
, 908695, 17774, 33709 
, 910440, 17800, 33738 
, 912187, 17821, 33828 
, 914098, 17843, 33854 
, 915801, 17864, 33893 
, 917518, 17887, 33920 
, 919237, 17908, 33972 
, 920980, 17930, 33999 
, 922711, 17951, 34039 
, 924456, 17975, 34067 
, 926203, 17996, 34132 
, 927994, 18018, 34159 
, 929745, 18039, 34199 
, 931510, 18062, 34227 
, 933277, 18083, 34280 
, 935068, 18105, 34308 
, 936847, 18126, 34349 
, 938640, 18151, 34378 
, 940435, 18172, 34456 
, 942314, 18194, 34483 
, 944097, 18215, 34523 
, 945894, 18238, 34551 
, 947693, 18259, 34604 
, 949516, 18281, 34632 
, 951327, 18302, 34673 
, 953152, 18326, 34702 
, 954979, 18347, 34768 
, 956850, 18369, 34796 
, 958681, 18390, 34837 
, 960526, 18413, 34866 
, 962373, 18434, 34920 
, 964244, 18456, 34949 
, 966103, 18477, 34991 
, 967976, 18504, 35021 
, 969851, 18525, 35124 
, 972050, 18547, 35150 
, 973817, 18568, 35189 
, 975598, 18591, 35216 
, 977381, 18612, 35268 
, 979188, 18634, 35295 
, 980983, 18655, 35335 
, 982792, 18679, 35363 
, 984603, 18700, 35428 
, 986458, 18722, 35455 
, 988273, 18743, 35495 
, 990102, 18766, 35523 
, 991933, 18787, 35576 
, 993788, 18809, 35604 
, 995631, 18830, 35645 
, 997488, 18855, 35674 
, 999347, 18876, 35752 
, 1001290, 18898, 35779 
, 1003137, 18919, 35819 
, 1004998, 18942, 35847 
, 1006861, 18963, 35900 
, 1008748, 18985, 35928 
, 1010623, 19006, 35969 
, 1012512, 19030, 35998 
, 1014403, 19051, 36064 
, 1016338, 19073, 36092 
, 1018233, 19094, 36133 
, 1020142, 19117, 36162 
, 1022053, 19138, 36216 
, 1023988, 19160, 36245 
, 1025911, 19181, 36287 
, 1027848, 19207, 36317 
, 1029787, 19228, 36408 
, 1031890, 19250, 36435 
, 1033785, 19271, 36475 
, 1035694, 19294, 36503 
, 1037605, 19315, 36556 
, 1039540, 19337, 36584 
, 1041463, 19358, 36625 
, 1043400, 19382, 36654 
, 1045339, 19403, 36720 
, 1047322, 19425, 36748 
